ilkid,year,firstname,lastname,team,leag,gp,minutes,pts,oreb,dreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
WALKNE01  ,1970,Neal,Walk,PHO,N,82,2033,1057,0,0,674,117,0,0,0,282,945,426,268,205,0,0
WARNECO01 ,1970,Cornell,Warner,BUF,N,65,1293,391,0,0,452,53,0,0,0,140,376,156,143,79,0,0
WARREBO01 ,1970,Bobby,Warren,MMP,A,46,763,420,0,0,144,85,0,0,0,87,367,146,133,107,81,21
WARREJO01 ,1970,Johnny,Warren,CLE,N,82,2610,940,0,0,344,347,0,0,0,299,899,380,217,180,0,0
WASHIBO01 ,1970,Bobby,Washington,CLE,N,47,823,350,0,0,105,190,0,0,0,105,310,123,140,104,0,0
WASHIJI01 ,1970,Jim,Washington,PHI,N,78,2501,1049,0,0,747,97,0,0,0,258,829,395,340,259,0,0
WASHITR01 ,1970,Trooper,Washington,FLA,A,57,1876,534,0,0,606,187,0,0,0,184,426,216,167,102,2,0
WATTSSA01 ,1970,Sam,Watts,PTC,A,54,650,281,0,0,99,45,0,0,0,106,287,109,67,49,41,14
WEBBJE01  ,1970,Jeff,Webb,MIL,N,29,300,65,0,0,24,19,0,0,0,33,78,27,15,11,0,0
WEISSBO01 ,1970,Bob,Weiss,CHI,N,82,2237,782,0,0,189,387,0,0,0,216,659,278,269,226,0,0
WESLEWA01 ,1970,Walt,Wesley,CLE,N,82,2425,1455,0,0,713,83,0,0,0,295,1241,565,473,325,0,0
WESTJE01  ,1970,Jerry,West,LAL,N,69,2845,1859,0,0,320,655,0,0,0,180,1351,667,631,525,0,0
WETZEJO01 ,1970,John,Wetzel,PHO,N,70,1091,331,0,0,153,114,0,0,0,156,288,124,101,83,0,0
WHITEHE01 ,1970,Herb,White,ATL,N,38,315,90,0,0,48,47,0,0,0,62,84,34,39,22,0,0
WHITEHU01 ,1970,Hubie,White,PTC,A,14,166,46,0,0,32,14,0,0,0,28,61,17,13,10,7,2
WHITEJO01 ,1970,Jojo,White,BOS,N,75,2787,1601,0,0,376,361,0,0,0,255,1494,693,269,215,0,0
WILKELE01 ,1970,Lenny,Wilkens,SEA,N,71,2641,1403,0,0,319,654,0,0,0,201,1125,471,574,461,0,0
WILLIAL02 ,1970,Al,Williams,KEN,A,11,70,43,0,0,26,5,0,0,0,13,43,19,10,5,0,0
WILLIAR01 ,1970,Arthur,Williams,BOS,N,74,1141,360,0,0,205,233,0,0,0,182,330,150,83,60,0,0
WILLIBE01 ,1970,Bernie,Williams,SDR,N,56,708,292,0,0,85,113,0,0,0,76,338,112,81,68,0,0
WILLICH01 ,1970,Charlie,Williams,MMP,A,88,2242,1239,0,0,210,250,0,0,0,243,1217,501,291,204,136,33
WILLICH02 ,1970,Chuck,Williams,PTC,A,83,1795,786,0,0,185,170,0,0,0,161,613,268,317,249,4,1
WILLIMI02 ,1970,Milt,Williams,NYK,N,5,13,4,0,0,0,2,0,0,0,3,1,1,3,2,0,0
WILLIRO01 ,1970,Ron,Williams,SFW,N,82,2809,1183,0,0,244,480,0,0,0,301,977,426,392,331,0,0
WILLIVA01 ,1970,Vann,Williford,CAR,A,38,295,148,0,0,68,15,0,0,0,34,141,62,37,21,9,3
WILLIWI01 ,1970,Willie,Williams,TOT,N,25,105,23,0,0,23,8,0,0,0,14,42,10,5,3,0,0
WILLIWI01 ,1970,Willie,Williams,BOS,N,16,56,15,0,0,10,2,0,0,0,8,32,6,5,3,0,0
WILLIWI01 ,1970,Willie,Williams,CIN,N,9,49,8,0,0,13,6,0,0,0,6,10,4,0,0,0,0
WILSOGE01 ,1970,George,Wilson,BUF,N,46,713,240,0,0,230,48,0,0,0,99,269,92,69,56,0,0
WILSOJI01 ,1970,Jim,Wilson,PTC,A,6,44,6,0,0,6,8,0,0,0,3,8,1,6,4,0,0
WILSOST01 ,1970,Steve,Wilson,DEN,A,39,261,134,0,0,48,29,0,0,0,43,132,52,41,22,33,8
WINFILE01 ,1970,Lee,Winfield,SEA,N,79,1605,830,0,0,193,225,0,0,0,135,716,334,244,162,0,0
WINKLMA01 ,1970,Marv,Winkler,MIL,N,3,14,8,0,0,4,2,0,0,0,3,10,3,2,2,0,0
WISEWI01  ,1970,Willie,Wise,UTS,A,82,2676,1299,0,0,807,204,0,0,0,297,1059,491,467,312,17,5
WITTMGR01 ,1970,Greg,Wittman,TEX,A,10,70,16,0,0,19,0,0,0,0,21,25,6,9,4,1,0
WORKMTO01 ,1970,Tom,Workman,DEN,A,56,679,355,0,0,179,48,0,0,0,113,303,133,105,86,19,3
WRIGHHO01 ,1970,Howie,Wright,KEN,A,52,612,237,0,0,80,63,0,0,0,89,245,94,49,40,42,9
WRIGHLO01 ,1970,Lonnie,Wright,DEN,A,72,1398,508,0,0,153,116,0,0,0,162,558,199,133,93,74,17
ZELLEGA01 ,1970,Gary,Zeller,BAL,N,50,226,83,0,0,27,7,0,0,0,43,115,34,28,15,0,0
ZOPFBI01  ,1970,Bill,Zopf,MIL,N,53,398,118,0,0,46,73,0,0,0,34,135,49,36,20,0,0
ABDULKA01 ,1971,Kareem,Abdul-jabbar,MIL,N,81,3583,2822,0,0,1346,370,0,0,0,235,2019,1159,732,504,0,0
ADAMSDO01 ,1971,Don,Adams,TOT,N,73,2071,831,0,0,502,140,0,0,0,266,798,313,275,205,0,0
ADAMSDO01 ,1971,Don,Adams,HOU,N,3,41,13,0,0,8,3,0,0,0,7,19,6,2,1,0,0
ADAMSDO01 ,1971,Don,Adams,ATL,N,70,2030,818,0,0,494,137,0,0,0,259,779,307,273,204,0,0
ADELMRI01 ,1971,Rick,Adelman,POR,N,80,2445,809,0,0,229,413,0,0,0,209,753,329,201,151,0,0
ALLENLU01 ,1971,Lucius,Allen,MIL,N,80,2316,1080,0,0,254,333,0,0,0,214,874,441,259,198,0,0
ALLENWI01 ,1971,Willie,Allen,FLA,A,7,30,13,0,0,14,4,0,0,6,11,13,4,6,5,0,0
ALLISOD01 ,1971,Odis,Allison,GSW,N,36,166,67,0,0,45,10,0,0,0,34,78,17,61,33,0,0
ARCHINA01 ,1971,Nate,Archibald,CIN,N,76,3272,2145,0,0,222,701,0,0,0,198,1511,734,824,677,0,0
ARDJI01   ,1971,Jim,Ard,NYN,A,71,1145,397,0,0,368,34,0,0,98,150,353,159,127,77,8,2
AWTREDE01 ,1971,Dennis,Awtrey,PHI,N,58,794,245,0,0,248,51,0,0,0,141,222,98,76,49,0,0
BARNEDI01 ,1971,Dick,Barnett,NYK,N,79,2256,964,0,0,153,198,0,0,0,229,918,401,215,162,0,0
BARNEJI02 ,1971,Jim,Barnett,GSW,N,80,2200,992,0,0,250,309,0,0,0,189,915,374,292,244,0,0
BARNHJO01 ,1971,John,Barnhill,IND,A,19,194,68,0,0,19,16,0,0,12,16,87,28,15,8,35,4
BARRYRI01 ,1971,Rick,Barry,NYN,A,80,3616,2518,0,0,602,327,0,0,263,261,1969,902,730,641,237,73
BARTOVI01 ,1971,Vic,Bartolome,GSW,N,38,165,34,0,0,60,3,0,0,0,22,59,15,5,4,0,0
BAUMJO01  ,1971,Johnny,Baum,NYN,A,44,551,247,0,0,135,17,0,0,24,75,170,103,52,41,0,0
BAYLOEL01 ,1971,Elgin,Baylor,LAL,N,9,239,106,0,0,57,18,0,0,0,20,97,42,27,22,0,0
BEARDBU01 ,1971,Butch,Beard,CLE,N,68,2434,1048,0,0,276,456,0,0,0,213,849,394,342,260,0,0
BEASLJO01 ,1971,John,Beasley,UTS,A,70,885,333,0,0,290,39,0,0,36,107,284,132,75,61,25,8
BEATYZE01 ,1971,Zelmo,Beaty,UTS,A,84,3133,1980,0,0,1110,125,0,0,223,315,1353,729,630,522,7,0
BECKBY01  ,1971,Byron,Beck,DEN,A,66,1816,814,0,0,528,136,0,0,96,213,669,337,166,140,3,0
BECKEAR01 ,1971,Art,Becker,DEN,A,84,2193,1035,0,0,471,113,0,0,132,271,954,435,195,165,3,0
BELLAWA01 ,1971,Walt,Bellamy,ATL,N,82,3187,1526,0,0,1049,262,0,0,0,255,1089,593,581,340,0,0
BINGDA01  ,1971,Dave,Bing,DET,N,45,1936,1016,0,0,186,317,0,0,0,138,891,369,354,278,0,0
BLOCKJO01 ,1971,John,Block,MIL,N,79,1524,672,0,0,410,95,0,0,0,213,530,233,275,206,0,0
BOERWTO01 ,1971,Tom,Boerwinkle,CHI,N,80,2022,556,0,0,897,281,0,0,0,253,500,219,180,118,0,0
BOONERO01 ,1971,Ron,Boone,UTS,A,84,2040,1092,0,0,393,233,0,0,215,274,962,404,341,271,65,13
BOWMANA01 ,1971,Nate,Bowman,PTC,A,18,217,43,0,0,87,13,0,0,17,48,53,19,9,5,1,0
BRADLBI01 ,1971,Bill,Bradley,NYK,N,78,2780,1177,0,0,250,315,0,0,0,254,1085,504,199,169,0,0
BRIDGBI01 ,1971,Bill,Bridges,ATL,N,14,546,133,0,0,190,40,0,0,0,50,134,51,44,31,0,0
BRIDGBI01 ,1971,Bill,Bridges,PHI,N,64,2210,847,0,0,861,158,0,0,0,219,645,328,272,191,0,0
BRIDGBI01 ,1971,Bill,Bridges,TOT,N,78,2756,980,0,0,1051,198,0,0,0,269,779,379,316,222,0,0
BRISKJO01 ,1971,John,Brisker,PTC,A,49,2065,1417,0,0,447,203,0,0,210,156,1228,563,286,248,137,43
BROWNFR01 ,1971,Fred,Brown,SEA,N,33,359,140,0,0,37,60,0,0,0,44,180,59,29,22,0,0
BROWNLA01 ,1971,Larry,Brown,DEN,A,76,2012,689,0,0,166,549,0,0,217,207,556,243,244,198,25,5
BROWNRO01 ,1971,Rogera,Brown,IND,A,78,2987,1444,0,0,502,306,0,0,214,227,1112,532,401,323,185,57
BRYANEM01 ,1971,Emmette,Bryant,BUF,N,54,1223,277,0,0,127,206,0,0,0,167,220,101,125,75,0,0
BUNTIBI01 ,1971,Bill,Bunting,VIR,A,16,115,20,0,0,15,3,0,0,5,11,15,4,17,12,1,0
BUTLEMI02 ,1971,Mike,Butler,UTS,A,14,97,37,0,0,10,13,0,0,12,18,36,14,7,6,9,3
CALDWJO01 ,1971,Joe,Caldwell,CAR,A,61,2145,1032,0,0,343,259,0,0,164,208,922,434,318,159,20,5
CALVIMA01 ,1971,Mack,Calvin,FLA,A,82,2977,1726,0,0,274,481,0,0,261,270,1253,552,701,611,48,11
CANNOLA01 ,1971,Larry,Cannon,IND,A,54,1171,623,0,0,107,150,0,0,105,124,610,228,221,164,14,3
CARDFR01  ,1971,Frank,Card,DEN,A,82,1584,600,0,0,358,86,0,0,124,220,543,235,197,130,2,0
CARRAU01  ,1971,Austin,Carr,CLE,N,43,1539,911,0,0,150,148,0,0,0,99,894,381,196,149,0,0
CARRIDA01 ,1971,Darel,Carrier,KEN,A,23,629,326,0,0,57,44,0,0,38,64,288,117,88,76,37,16
CARTEFR01 ,1971,Fred,Carter,BAL,N,2,68,15,0,0,19,12,0,0,0,7,27,6,9,3,0,0
CARTEFR01 ,1971,Fred,Carter,TOT,N,79,2215,1074,0,0,326,211,0,0,0,242,1018,446,293,182,0,0
CARTEFR01 ,1971,Fred,Carter,PHI,N,77,2147,1059,0,0,307,199,0,0,0,235,991,440,284,179,0,0
CARTEGE01 ,1971,George,Carter,PTC,A,75,2623,1464,0,0,506,128,0,0,190,220,1227,538,474,388,10,0
CATLESI01 ,1971,Sid,Catlett,CIN,N,9,40,6,0,0,4,1,0,0,0,3,9,2,9,2,0,0
CHAMBJE01 ,1971,Jerry,Chambers,BUF,N,26,369,178,0,0,67,23,0,0,0,39,180,78,32,22,0,0
CHAMBWI01 ,1971,Wilt,Chamberlain,LAL,N,82,3469,1213,0,0,1572,329,0,0,0,196,764,496,524,221,0,0
CHANEDO01 ,1971,Don,Chaney,BOS,N,79,2275,943,0,0,395,202,0,0,0,295,786,373,255,197,0,0
CHAPMWA01 ,1971,Wayne,Chapman,IND,A,7,76,18,0,0,5,11,0,0,6,10,18,7,6,3,2,1
CHAPPLE01 ,1971,Len,Chappell,DLC,A,79,1403,606,0,0,318,69,0,0,63,158,511,231,193,144,0,0
CHENIPH01 ,1971,Phil,Chenier,BAL,N,81,2481,996,0,0,268,205,0,0,0,191,981,407,247,182,0,0
CHRISBO01 ,1971,Bob,Christian,ATL,N,56,485,176,0,0,181,28,0,0,0,77,142,66,61,44,0,0
CLARKAR01 ,1971,Archie,Clark,BAL,N,76,3243,1909,0,0,265,606,0,0,0,191,1500,701,656,507,0,0
CLARKAR01 ,1971,Archie,Clark,PHI,N,1,42,29,0,0,3,7,0,0,0,3,16,11,11,7,0,0
CLARKAR01 ,1971,Archie,Clark,TOT,N,77,3285,1938,0,0,268,613,0,0,0,194,1516,712,667,514,0,0
CLEAMJI01 ,1971,Jim,Cleamons,LAL,N,38,201,98,0,0,39,35,0,0,0,21,100,35,36,28,0,0
CLEMEJO01 ,1971,John,Clemens,SEA,N,82,1447,580,0,0,288,64,0,0,0,198,484,252,90,76,0,0
COLLIJI01 ,1971,Jimmy,Collins,CHI,N,19,134,62,0,0,12,10,0,0,0,11,71,26,11,10,0,0
COMBSGL01 ,1971,Glen,Combs,UTS,A,84,2906,1388,0,0,215,306,0,0,191,255,1109,483,380,319,254,103
CONGDJE01 ,1971,Jeff,Congdon,DLC,A,20,261,80,0,0,26,36,0,0,13,19,86,30,20,17,7,3
COUNTME01 ,1971,Mel,Counts,PHO,N,76,906,395,0,0,257,96,0,0,0,159,344,147,140,101,0,0
COWENDA01 ,1971,Dave,Cowens,BOS,N,79,3186,1489,0,0,1203,245,0,0,0,314,1357,657,243,175,0,0
CROSSPE01 ,1971,Pete,Cross,SEA,N,74,1424,407,0,0,509,63,0,0,0,135,355,152,140,103,0,0
CUNNIBI01 ,1971,Billy,Cunningham,PHI,N,75,2900,1744,0,0,918,443,0,0,0,295,1428,658,601,428,0,0
CUNNIDI01 ,1971,Dick,Cunningham,HOU,N,63,720,171,0,0,243,57,0,0,0,76,174,67,53,37,0,0
DAMPILO01 ,1971,Lou,Dampier,KEN,A,83,3214,1319,0,0,259,515,0,0,211,237,1078,477,336,281,233,84
DANDRBO01 ,1971,Bob,Dandridge,MIL,N,80,2957,1475,0,0,613,249,0,0,0,297,1264,630,291,215,0,0
DANIEME01 ,1971,Mel,Daniels,IND,A,79,2971,1513,0,0,1297,176,0,0,239,289,1184,598,451,317,6,0
DAVISCH01 ,1971,Charlie,Davis,CLE,N,61,1144,600,0,0,92,123,0,0,0,143,569,229,169,142,0,0
DAVISJI01 ,1971,Jim,Davis,HOU,N,12,180,62,0,0,44,5,0,0,0,18,54,18,38,26,0,0
DAVISJI01 ,1971,Jim,Davis,DET,N,52,684,306,0,0,196,38,0,0,0,106,251,121,98,64,0,0
DAVISJI01 ,1971,Jim,Davis,ATL,N,11,119,26,0,0,36,8,0,0,0,14,33,8,18,10,0,0
DAVISJI01 ,1971,Jim,Davis,TOT,N,75,983,394,0,0,276,51,0,0,0,138,338,147,154,100,0,0
DAVISLE01 ,1971,Lee,Davis,MMP,A,58,550,228,0,0,178,21,0,0,25,90,231,101,43,25,8,1
DAVISMI01 ,1971,Mike,Davis,BUF,N,62,1068,564,0,0,120,82,0,0,0,141,501,213,180,138,0,0
DAVISMI02 ,1971,Mickey,Davis,PTC,A,23,126,64,0,0,41,9,0,0,17,23,63,25,20,14,2,0
DAVISWA02 ,1971,Warren,Davis,MMP,A,86,2331,881,0,0,693,180,0,0,187,279,701,337,299,207,2,0
DEBUSDA01 ,1971,Dave,Debusschere,NYK,N,80,3072,1233,0,0,901,291,0,0,0,219,1218,520,265,193,0,0
DENTORA01 ,1971,Randy,Denton,MMP,A,81,2039,995,0,0,740,66,0,0,111,180,935,430,168,135,2,0
DEPREJO01 ,1971,Joe,Depre,NYN,A,46,562,194,0,0,49,45,0,0,66,80,201,79,54,34,6,2
DIETRCO01 ,1971,Coby,Dietrick,MMP,A,1,9,2,0,0,7,1,0,0,1,1,2,1,2,0,0,0
DINKIJA01 ,1971,Jackie,Dinkins,CHI,N,18,89,45,0,0,20,7,0,0,0,10,41,17,20,11,0,0
DINWIBI01 ,1971,Bill,Dinwiddie,MIL,N,23,144,37,0,0,32,9,0,0,0,23,57,16,9,5,0,0
DISCHTE01 ,1971,Terry,Dischinger,DET,N,79,2062,746,0,0,338,92,0,0,0,289,574,295,200,156,0,0
DORSERO01 ,1971,Ron,Dorsey,CAR,A,1,12,4,0,0,5,0,0,0,1,2,8,2,2,0,1,0
DOVERJE01 ,1971,Jerry,Dover,MMP,A,4,13,8,0,0,0,1,0,0,0,3,9,3,0,0,5,2
DOVESO01  ,1971,Sonny,Dove,NYN,A,2,9,6,0,0,1,1,0,0,2,4,5,2,3,2,0,0
DRISCTE01 ,1971,Terry,Driscoll,BAL,N,40,313,107,0,0,109,23,0,0,0,53,104,40,39,27,0,0
DURHAJA01 ,1971,Jarrett,Durham,NYN,A,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
DURREKE01 ,1971,Ken,Durrett,CIN,N,19,233,83,0,0,39,14,0,0,0,41,79,31,28,21,0,0
EAKINJI01 ,1971,Jim,Eakins,VIR,A,84,2718,1030,0,0,807,181,0,0,189,298,764,371,377,288,0,0
EGANJO01  ,1971,Johnny,Egan,HOU,N,38,437,110,0,0,26,51,0,0,0,55,104,42,32,26,0,0
ELLISJO01 ,1971,Joe,Ellis,GSW,N,78,1462,655,0,0,389,97,0,0,0,224,681,280,132,95,0,0
ELLISLE01 ,1971,Leroy,Ellis,LAL,N,74,1081,342,0,0,310,46,0,0,0,115,300,138,95,66,0,0
ERICKKE01 ,1971,Keith,Erickson,LAL,N,15,262,86,0,0,39,35,0,0,0,26,83,40,7,6,0,0
ERVINJU01 ,1971,Julius,Erving,VIR,A,84,3513,2290,0,0,1319,335,0,0,342,264,1826,910,627,467,16,3
FIELDBO01 ,1971,Bobby,Fields,UTS,A,22,124,54,0,0,30,20,0,0,21,33,48,22,13,8,7,2
FILLMGR01 ,1971,Greg,Fillmore,NYK,N,10,67,15,0,0,15,3,0,0,0,17,27,7,3,1,0,0
FINKEHA01 ,1971,Hank,Finkel,BOS,N,78,736,249,0,0,251,61,0,0,0,118,254,103,74,43,0,0
FISHERI01 ,1971,Rick,Fisher,UTS,A,12,66,37,0,0,32,5,0,0,4,9,34,18,1,1,0,0
FORDJA01  ,1971,Jake,Ford,SEA,N,26,181,92,0,0,11,26,0,0,0,21,66,33,33,26,0,0
FOSTEFR01 ,1971,Fred,Foster,PHI,N,74,1699,879,0,0,276,90,0,0,0,184,837,347,243,185,0,0
FOXJI01   ,1971,Jim,Fox,CHI,N,10,133,60,0,0,54,6,0,0,0,21,53,20,28,20,0,0
FOXJI01   ,1971,Jim,Fox,TOT,N,81,2180,935,0,0,713,86,0,0,0,257,788,354,297,227,0,0
FOXJI01   ,1971,Jim,Fox,CIN,N,71,2047,875,0,0,659,80,0,0,0,236,735,334,269,207,0,0
FRANZRO01 ,1971,Ron,Franz,FLA,A,74,1822,857,0,0,342,94,0,0,97,209,705,342,243,171,11,2
FRAZIWA01 ,1971,Walt,Frazier,NYK,N,77,3126,1788,0,0,513,446,0,0,0,185,1307,669,557,450,0,0
FREEMDO01 ,1971,Donnie,Freeman,DLC,A,72,2377,1733,0,0,206,245,0,0,176,177,1336,628,576,475,5,2
FULLECA01 ,1971,Carl,Fuller,FLA,A,6,63,21,0,0,28,6,0,0,7,11,14,6,15,9,0,0
GALEMI01  ,1971,Mike,Gale,KEN,A,78,1701,497,0,0,271,200,0,0,113,206,447,201,140,95,3,0
GARREEL01 ,1971,Eldo,Garrett,BUF,N,73,1905,786,0,0,225,165,0,0,0,225,735,325,157,136,0,0
GIBBSDI01 ,1971,Dick,Gibbs,HOU,N,64,757,235,0,0,140,51,0,0,0,127,265,90,66,55,0,0
GILLIHE01 ,1971,Herm,Gilliam,ATL,N,82,2337,835,0,0,335,377,0,0,0,232,774,345,173,145,0,0
GILMOAR01 ,1971,Artis,Gilmore,KEN,A,84,3666,2003,0,0,1491,230,0,422,335,280,1348,806,605,391,0,0
GLOVECL01 ,1971,Clarence,Glover,BOS,N,25,119,65,0,0,46,4,0,0,0,26,55,25,32,15,0,0
GOODRGA01 ,1971,Gail,Goodrich,LAL,N,82,3040,2127,0,0,295,365,0,0,0,210,1695,826,559,475,0,0
GOVANGE01 ,1971,Gerald,Govan,MMP,A,83,3414,716,0,0,1182,348,0,0,241,260,719,277,230,162,0,0
GREACBO01 ,1971,Bob,Greacen,NYN,A,4,20,2,0,0,2,1,0,0,2,1,2,1,0,0,0,0
GREENJO01 ,1971,Johnny,Green,CIN,N,82,1914,803,0,0,560,120,0,0,0,238,582,331,250,141,0,0
GREENLA01 ,1971,Lamar,Green,PHO,N,67,991,332,0,0,348,45,0,0,0,134,298,133,90,66,0,0
GREERHA01 ,1971,Hal,Greer,PHI,N,81,2410,959,0,0,271,316,0,0,0,268,866,389,234,181,0,0
GREGOGA01 ,1971,Gary,Gregor,POR,N,82,2371,912,0,0,591,187,0,0,0,201,884,399,151,114,0,0
GROSSMI01 ,1971,Mike,Grosso,PTC,A,25,335,103,0,0,123,11,0,0,20,64,102,45,23,13,0,0
GUOKAMA01 ,1971,Matt,Guokas,CIN,N,61,1975,446,0,0,142,321,0,0,0,150,385,191,83,64,0,0
HAIRSHA01 ,1971,Happy,Hairston,LAL,N,80,2748,1047,0,0,1045,193,0,0,0,251,798,368,399,311,0,0
HALIMSH01 ,1971,Shaler,Halimon,DLC,A,56,774,308,0,0,156,72,0,1,46,89,294,123,86,62,2,0
HALLIJE01 ,1971,Jeff,Halliburton,ATL,N,37,288,147,0,0,37,20,0,0,0,50,133,61,30,25,0,0
HAMILJO01 ,1971,Joe,Hamilton,DLC,A,82,1959,881,0,0,194,240,0,0,110,202,791,317,256,201,132,46
HAMMOJU01 ,1971,Julian,Hammond,DEN,A,25,411,163,0,0,115,29,0,0,30,47,140,66,50,31,0,0
HARGEIR01 ,1971,Ira,Harge,FLA,A,84,2264,732,0,0,780,130,0,0,163,267,679,314,150,104,1,0
HARRIAR01 ,1971,Art,Harris,PHO,N,21,145,55,0,0,13,18,0,0,0,26,70,23,21,9,0,0
HASKICL01 ,1971,Clem,Haskins,PHO,N,79,2453,1238,0,0,270,290,0,0,0,194,1054,509,258,220,0,0
HAVLIJO01 ,1971,John,Havlicek,BOS,N,82,3698,2252,0,0,672,614,0,0,0,183,1957,897,549,458,0,0
HAWKICO01 ,1971,Connie,Hawkins,PHO,N,76,2798,1598,0,0,633,296,0,0,0,235,1244,571,565,456,0,0
HAYESEL01 ,1971,Elvin,Hayes,HOU,N,82,3461,2063,0,0,1197,270,0,0,0,233,1918,832,615,399,0,0
HAYWOSP01 ,1971,Spencer,Haywood,SEA,N,73,3167,1914,0,0,926,148,0,0,0,208,1557,717,586,480,0,0
HAZZAWA01 ,1971,Walt,Hazzard,BUF,N,72,2389,1137,0,0,213,406,0,0,0,230,998,450,303,237,0,0
HEARDGA01 ,1971,Garfield,Heard,SEA,N,58,1499,459,0,0,442,55,0,0,0,126,474,190,128,79,0,0
HENRYAL01 ,1971,Al,Henry,PHI,N,43,421,187,0,0,137,8,0,0,0,42,156,68,73,51,0,0
HEWITBI01 ,1971,Bill,Hewitt,DET,N,68,1203,303,0,0,370,71,0,0,0,134,277,131,82,41,0,0
HIGHTWA01 ,1971,Wayne,Hightower,CAR,A,13,141,70,0,0,43,11,0,0,12,19,64,20,36,30,2,0
HILLMDA01 ,1971,Darnell,Hillman,IND,A,73,1386,515,0,0,478,49,0,0,84,210,410,200,177,114,5,1
HILLSI01  ,1971,Simmie,Hill,DLC,A,70,1845,695,0,0,406,94,0,0,125,234,629,281,164,129,13,4
HILTOFR01 ,1971,Fred,Hilton,BUF,N,61,1349,708,0,0,156,116,0,0,0,145,795,309,122,90,0,0
HOSKEWI01 ,1971,Wilmer,Hosket,BUF,N,44,592,220,0,0,123,38,0,0,0,79,181,89,52,42,0,0
HOWARGR01 ,1971,Greg,Howard,CLE,N,48,426,139,0,0,108,27,0,0,0,50,131,50,51,39,0,0
HUDSOLO01 ,1971,Lou,Hudson,ATL,N,77,3042,1899,0,0,385,309,0,0,0,225,1540,775,430,349,0,0
HUMMEJO01 ,1971,John,Hummer,BUF,N,55,1186,284,0,0,229,72,0,0,0,178,290,113,124,58,0,0
HUNTELE01 ,1971,Les,Hunter,KEN,A,70,967,472,0,0,225,93,0,0,93,154,383,183,144,101,16,5
IMHOFDA01 ,1971,Darrall,Imhoff,CIN,N,9,76,23,0,0,27,2,0,0,0,22,29,10,8,3,0,0
IMHOFDA01 ,1971,Darrall,Imhoff,POR,N,40,404,105,0,0,107,50,0,0,0,76,103,42,35,21,0,0
IMHOFDA01 ,1971,Darrall,Imhoff,TOT,N,49,480,128,0,0,134,52,0,0,0,98,132,52,43,24,0,0
IRVINGE01 ,1971,George,Irvine,VIR,A,75,1362,457,0,0,217,70,0,0,74,202,397,200,75,54,10,3
ISSELDA01 ,1971,Dan,Issel,KEN,A,83,3570,2538,0,0,931,195,0,0,244,242,2001,972,753,591,11,3
JABALWA01 ,1971,Warren,Jabali,FLA,A,81,3313,1615,0,0,656,495,0,0,332,298,1304,569,496,375,285,102
JACKSLU01 ,1971,Lucious,Jackson,PHI,N,63,1083,366,0,0,309,88,0,0,0,141,346,137,133,92,0,0
JACKSME01 ,1971,Merv,Jackson,UTS,A,52,1136,467,0,0,123,155,0,0,88,150,412,185,109,92,15,5
JACKSPH01 ,1971,Phil,Jackson,NYK,N,80,1273,577,0,0,326,72,0,0,0,224,466,205,228,167,0,0
JOHNSGE02 ,1971,George,Johnson,DLC,A,67,1477,317,0,0,464,59,0,0,84,209,282,128,103,61,0,0
JOHNSGU01 ,1971,Gus,Johnson,BAL,N,39,668,249,0,0,226,51,0,0,0,91,269,103,63,43,0,0
JOHNSJO01 ,1971,John,Johnson,CLE,N,82,3041,1391,0,0,631,415,0,0,0,268,1286,557,353,277,0,0
JOHNSNE01 ,1971,Neil,Johnson,VIR,A,31,874,322,0,0,286,78,0,0,67,123,273,128,94,65,3,1
JOHNSST03 ,1971,Stew,Johnson,CAR,A,67,1534,825,0,0,382,88,0,0,91,159,874,368,99,73,47,16
JONESCO01 ,1971,Collis,Jones,DLC,A,78,1428,425,0,0,334,78,0,0,83,200,372,163,154,98,4,1
JONESJA01 ,1971,Jake,Jones,PHI,N,6,41,19,0,0,6,2,0,0,0,3,18,6,10,7,0,0
JONESJA01 ,1971,Jake,Jones,TOT,N,17,202,76,0,0,26,12,0,0,0,22,72,28,31,20,0,0
JONESJA01 ,1971,Jake,Jones,CIN,N,11,161,57,0,0,20,10,0,0,0,19,54,22,21,13,0,0
JONESJI01 ,1971,Jimmy,Jones,UTS,A,78,2903,1207,0,0,377,485,0,0,270,252,903,462,362,282,6,1
JONESLA01 ,1971,Larry,Jones,FLA,A,66,2255,1164,0,0,309,210,0,0,135,203,797,423,373,300,60,18
JONESNI01 ,1971,Nick,Jones,GSW,N,65,478,215,0,0,39,45,0,0,0,109,196,82,61,51,0,0
JONESRI01 ,1971,Rich,Jones,DLC,A,82,2932,1176,0,0,696,222,0,0,152,298,1053,475,279,212,47,14
JONESST01 ,1971,Steve,Jones,DLC,A,84,3091,1537,0,0,317,237,0,0,205,268,1343,572,422,367,78,26
JONESWA01 ,1971,Wali,Jones,MIL,N,48,1030,362,0,0,75,141,0,0,0,112,354,144,90,74,0,0
JONESWI01 ,1971,Wil,Jones,MMP,A,84,3098,1254,0,0,876,154,0,0,160,322,1078,506,320,240,16,2
KAUFFBO01 ,1971,Bob,Kauffman,BUF,N,77,3205,1457,0,0,787,297,0,0,0,273,1123,558,429,341,0,0
