ilkid,year,firstname,lastname,conference,leag,gp,minutes,pts,dreb,oreb,reb,asts,stl,blk,turnover,pf,fga,fgm,fta,ftm,tpa,tpm
BryanKo01 ,2001,Kobe,Bryant,west,N,1,30,31,3,2,5,5,1,0,0,2,25,12,7,7,4,0
BryanKo01 ,2000,Kobe,Bryant,west,N,1,30,19,2,2,4,7,1,0,3,3,17,9,0,0,2,1
BryanKo01 ,1999,Kobe,Bryant,west,N,1,28,15,0,1,1,3,2,0,1,3,16,7,0,0,4,1
BryanKo01 ,1997,Kobe,Bryant,west,N,1,22,18,4,2,6,1,2,0,1,1,16,7,2,2,3,2
bryanko01 ,2005,Kobe,Bryant,west,N,1,26,8,7,0,7,8,3,0,3,5,11,4,0,0,5,0
BRYANKO01 ,2004,Kobe,Bryant,west,N,1,29,16,3,3,6,7,3,1,4,5,14,7,0,0,5,2
BryanKo01 ,2006,Kobe,Bryant,West,N,1,28,31,4,1,5,6,4,1,6,0,24,13,2,2,9,3
bryanko01 ,2007,Kobe,Bryant,West,N,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
BunceLa01 ,1967,Larry,Bunce,west,A,1,7,3,0,0,0,0,NULL,NULL,0,0,2,1,1,1,0,0
BuseDo01  ,1975,Don,Buse,AllStars,A,1,14,5,NULL,NULL,1,3,NULL,NULL,NULL,0,5,2,0,0,2,1
BuseDo01  ,1976,Don,Buse,west,N,1,19,4,NULL,NULL,2,5,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
ButleCa01 ,2006,Caron,Butler,East,N,1,16,2,1,3,4,1,1,0,0,0,7,1,0,0,0,0
CaldwJo01 ,1969,Joe,Caldwell,west,N,1,19,13,NULL,NULL,7,1,NULL,NULL,NULL,NULL,11,5,4,3,NULL,NULL
CaldwJo01 ,1968,Joe,Caldwell,west,N,1,23,12,NULL,NULL,4,3,NULL,NULL,NULL,NULL,9,6,1,0,NULL,NULL
CaldwJo01 ,1970,Joe,Caldwell,east,A,1,32,21,5,3,8,3,NULL,NULL,1,3,19,10,3,1,0,0
CaldwJo01 ,1972,Joe,Caldwell,east,A,1,23,7,5,0,5,2,1,1,7,2,5,3,1,1,0,0
CalviMa01 ,1970,Mack,Calvin,east,A,1,20,8,3,1,4,4,NULL,NULL,0,2,7,2,7,3,2,1
CalviMa01 ,1971,Mack,Calvin,east,A,1,14,10,2,0,2,4,NULL,NULL,2,4,7,4,2,2,0,0
CalviMa01 ,1972,Mack,Calvin,east,A,1,23,13,0,2,2,8,1,0,4,5,8,3,7,7,0,0
CalviMa01 ,1973,Mack,Calvin,east,A,1,27,8,2,0,2,11,1,0,3,3,10,3,3,2,0,0
CalviMa01 ,1974,Mack,Calvin,west,A,1,28,17,2,1,3,7,1,0,4,2,16,4,10,9,1,0
CarrAu01  ,1973,Austin,Carr,east,N,1,5,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL,4,0,0,0,NULL,NULL
CarriDa01 ,1967,Darel,Carrier,east,A,1,21,8,1,1,2,1,NULL,NULL,3,3,10,3,2,2,3,0
CarriDa01 ,1968,Darel,Carrier,east,A,1,26,19,3,1,4,5,NULL,NULL,2,3,12,5,10,8,4,1
CarriDa01 ,1969,Darel,Carrier,east,A,1,10,2,NULL,NULL,1,0,NULL,NULL,NULL,2,4,0,3,2,2,0
CarroJo01 ,1986,Joe,Carroll,west,N,1,18,4,NULL,NULL,6,0,NULL,NULL,NULL,NULL,7,1,2,2,NULL,NULL
CarteGe01 ,1970,George,Carter,east,A,1,8,4,2,0,2,0,NULL,NULL,2,2,3,2,2,0,0,0
CarteVi01 ,2003,Vince,Carter,east,N,1,16,11,1,1,2,0,2,0,2,1,7,5,0,0,3,1
CarteVi01 ,2002,Vince,Carter,east,N,1,25,9,0,1,1,2,0,0,1,1,9,4,0,0,1,1
CarteVi01 ,2001,Vince,Carter,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CarteVi01 ,2000,Vince,Carter,east,N,1,24,16,2,1,3,4,1,1,3,1,18,7,1,1,4,1
CarteVi01 ,1999,Vince,Carter,east,N,1,28,12,2,2,4,2,2,0,2,0,11,6,0,0,2,0
CarteVi01 ,2006,Vince,Carter,East,N,1,16,7,1,0,1,2,1,0,0,0,7,3,2,1,1,0
cartevi01 ,2005,Vince,Carter,east,N,1,18,5,3,1,4,2,1,0,2,3,5,2,2,1,0,0
CARTEVI01 ,2004,Vince,Carter,east,N,1,18,11,3,0,3,1,0,0,2,0,8,4,0,0,5,3
CartwBi01 ,1979,Bill,Cartwright,east,N,1,14,8,NULL,NULL,3,1,NULL,NULL,NULL,NULL,8,4,0,0,NULL,NULL
CasseSa01 ,2003,Sam,Cassell,west,N,1,13,4,1,0,1,7,1,0,1,0,3,2,0,0,0,0
CebalCe01 ,1994,Cedric,Ceballos,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ChambTo01 ,1990,Tom,Chambers,west,N,1,18,8,NULL,NULL,4,1,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
ChambTo01 ,1989,Tom,Chambers,west,N,1,21,21,NULL,NULL,3,1,NULL,NULL,NULL,NULL,12,8,7,5,NULL,NULL
ChambTo01 ,1988,Tom,Chambers,west,N,1,16,14,NULL,NULL,5,1,NULL,NULL,NULL,NULL,8,4,6,6,NULL,NULL
ChambTo01 ,1986,Tom,Chambers,west,N,1,29,34,NULL,NULL,4,2,NULL,NULL,NULL,NULL,25,13,9,6,NULL,NULL
ChambWi01 ,1972,Wilt,Chamberlain,west,N,1,22,2,NULL,NULL,7,3,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
ChambWi01 ,1971,Wilt,Chamberlain,west,N,1,24,8,NULL,NULL,10,3,NULL,NULL,NULL,NULL,3,3,8,2,NULL,NULL
ChambWi01 ,1970,Wilt,Chamberlain,west,N,1,18,2,NULL,NULL,8,5,NULL,NULL,NULL,NULL,1,1,0,0,NULL,NULL
ChambWi01 ,1968,Wilt,Chamberlain,west,N,1,27,4,NULL,NULL,12,2,NULL,NULL,NULL,NULL,3,2,1,0,NULL,NULL
ChambWi01 ,1967,Wilt,Chamberlain,east,N,1,25,7,NULL,NULL,7,6,NULL,NULL,NULL,NULL,4,3,4,1,NULL,NULL
ChambWi01 ,1966,Wilt,Chamberlain,east,N,1,39,14,NULL,NULL,22,4,NULL,NULL,NULL,NULL,7,6,5,2,NULL,NULL
ChambWi01 ,1965,Wilt,Chamberlain,east,N,1,25,21,NULL,NULL,9,3,NULL,NULL,NULL,NULL,11,8,9,5,NULL,NULL
ChambWi01 ,1961,Wilt,Chamberlain,east,N,1,37,42,NULL,NULL,24,1,NULL,NULL,NULL,NULL,23,17,16,8,NULL,NULL
ChambWi01 ,1960,Wilt,Chamberlain,east,N,1,38,12,NULL,NULL,18,5,NULL,NULL,NULL,NULL,8,2,15,8,NULL,NULL
ChambWi01 ,1959,Wilt,Chamberlain,east,N,1,30,23,NULL,NULL,25,2,NULL,NULL,NULL,NULL,20,9,7,5,NULL,NULL
ChambWi01 ,1964,Wilt,Chamberlain,west,N,1,31,20,NULL,NULL,16,1,NULL,NULL,NULL,NULL,15,9,8,2,NULL,NULL
ChambWi01 ,1963,Wilt,Chamberlain,west,N,1,37,19,NULL,NULL,20,1,NULL,NULL,NULL,NULL,14,4,14,11,NULL,NULL
ChambWi01 ,1962,Wilt,Chamberlain,west,N,1,35,17,NULL,NULL,19,0,NULL,NULL,NULL,NULL,11,7,7,3,NULL,NULL
ChappLe01 ,1963,Len,Chappell,east,N,1,12,4,NULL,NULL,1,2,NULL,NULL,NULL,NULL,5,1,2,2,NULL,NULL
CheekMa01 ,1986,Maurice,Cheeks,east,N,1,8,4,NULL,NULL,0,0,NULL,NULL,NULL,NULL,2,1,2,2,NULL,NULL
CheekMa01 ,1985,Maurice,Cheeks,east,N,1,14,6,NULL,NULL,0,2,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
CheekMa01 ,1982,Maurice,Cheeks,east,N,1,18,6,NULL,NULL,1,1,NULL,NULL,NULL,NULL,8,3,0,0,NULL,NULL
CheekMa01 ,1987,Maurcie,Cheeks,east,N,1,4,0,NULL,NULL,2,1,NULL,NULL,NULL,NULL,0,0,0,0,NULL,NULL
CheniPh01 ,1973,Phil,Chenier,east,N,1,13,7,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,3,2,1,NULL,NULL
CheniPh01 ,1976,Phil,Chenier,east,N,1,12,6,NULL,NULL,1,1,NULL,NULL,NULL,NULL,6,3,0,0,NULL,NULL
CheniPh01 ,1974,Phil,Chenier,east,N,1,23,9,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,4,2,1,NULL,NULL
ClarkAr01 ,1971,Archie,Clark,east,N,1,21,8,NULL,NULL,1,6,NULL,NULL,NULL,NULL,5,2,4,4,NULL,NULL
ClarkAr01 ,1967,Archie,Clark,west,N,1,15,17,NULL,NULL,0,3,NULL,NULL,NULL,NULL,8,5,7,7,NULL,NULL
CliftNa01 ,1956,Nat,Clifton,east,N,1,23,8,NULL,NULL,11,3,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
ColemDe01 ,1993,Derrick,Coleman,east,N,1,18,2,NULL,NULL,3,1,NULL,NULL,NULL,NULL,6,1,0,0,NULL,NULL
ColemJa01 ,1954,Jack,Coleman,west,N,1,19,6,NULL,NULL,6,1,NULL,NULL,NULL,NULL,8,2,3,2,NULL,NULL
ColliDo01 ,1977,Doug,Collins,east,N,1,27,14,NULL,NULL,5,8,NULL,NULL,NULL,NULL,8,3,11,8,NULL,NULL
ColliDo01 ,1978,Doug,Collins,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
ColliDo01 ,1976,Doug,Collins,east,N,1,21,8,NULL,NULL,2,6,NULL,NULL,NULL,NULL,6,3,2,2,NULL,NULL
ColliDo01 ,1975,Doug,Collins,east,N,1,20,12,NULL,NULL,6,3,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
CombsGl01 ,1969,Glen,Combs,west,A,1,12,10,NULL,NULL,3,1,NULL,NULL,NULL,2,6,4,0,0,4,2
CombsGl01 ,1970,Glen,Combs,west,A,1,17,2,1,0,1,2,NULL,NULL,0,2,7,1,2,0,2,0
CombsGl01 ,1971,Glen,Combs,west,A,1,18,2,0,0,0,3,NULL,NULL,2,0,8,1,0,0,3,0
CosteLa01 ,1964,Larry,Costello,east,N,1,11,4,NULL,NULL,1,2,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
CosteLa01 ,1961,Larry,Costello,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CosteLa01 ,1960,Larry,Costello,east,N,1,5,2,NULL,NULL,0,0,NULL,NULL,NULL,NULL,2,1,0,0,NULL,NULL
CosteLa01 ,1959,Larry,Costello,east,N,1,20,10,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
CosteLa01 ,1958,Larry,Costello,east,N,1,18,7,NULL,NULL,3,3,NULL,NULL,NULL,NULL,8,3,1,1,NULL,NULL
CosteLa01 ,1957,Larry,Costello,east,N,1,17,1,NULL,NULL,1,4,NULL,NULL,NULL,NULL,6,0,1,1,NULL,NULL
CousyBo01 ,1950,Bob,Cousy,east,N,1,0,8,NULL,NULL,9,8,NULL,NULL,NULL,NULL,12,2,5,4,NULL,NULL
CousyBo01 ,1962,Bob,Cousy,east,N,1,25,8,NULL,NULL,4,6,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
CousyBo01 ,1961,Bob,Cousy,east,N,1,31,11,NULL,NULL,6,8,NULL,NULL,NULL,NULL,13,4,4,3,NULL,NULL
CousyBo01 ,1960,Bob,Cousy,east,N,1,33,4,NULL,NULL,0,8,NULL,NULL,NULL,NULL,11,2,0,0,NULL,NULL
CousyBo01 ,1959,Bob,Cousy,east,N,1,26,2,NULL,NULL,5,8,NULL,NULL,NULL,NULL,7,1,0,0,NULL,NULL
CousyBo01 ,1958,Bob,Cousy,east,N,1,32,13,NULL,NULL,5,4,NULL,NULL,NULL,NULL,8,4,6,5,NULL,NULL
CousyBo01 ,1957,Bob,Cousy,east,N,1,31,20,NULL,NULL,5,10,NULL,NULL,NULL,NULL,20,8,6,4,NULL,NULL
CousyBo01 ,1956,Bob,Cousy,east,N,1,28,10,NULL,NULL,5,7,NULL,NULL,NULL,NULL,14,4,2,2,NULL,NULL
CousyBo01 ,1955,Bob,Cousy,east,N,1,24,7,NULL,NULL,7,2,NULL,NULL,NULL,NULL,8,2,4,3,NULL,NULL
CousyBo01 ,1954,Bob,Cousy,east,N,1,35,20,NULL,NULL,9,5,NULL,NULL,NULL,NULL,14,7,7,6,NULL,NULL
CousyBo01 ,1953,Bob,Cousy,east,N,1,34,20,NULL,NULL,11,4,NULL,NULL,NULL,NULL,15,6,8,8,NULL,NULL
CousyBo01 ,1952,Bob,Cousy,east,N,1,36,15,NULL,NULL,5,3,NULL,NULL,NULL,NULL,11,4,7,7,NULL,NULL
CousyBo01 ,1951,Bob,Cousy,east,N,1,33,9,NULL,NULL,4,13,NULL,NULL,NULL,NULL,14,4,2,1,NULL,NULL
CowenDa01 ,1977,Dave,Cowens,east,N,1,28,14,NULL,NULL,14,5,NULL,NULL,NULL,NULL,9,7,0,0,NULL,NULL
CowenDa01 ,1976,Dave,Cowens,east,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
CowenDa01 ,1975,Dave,Cowens,east,N,1,23,16,NULL,NULL,16,1,NULL,NULL,NULL,NULL,13,6,5,4,NULL,NULL
CowenDa01 ,1974,Dave,Cowens,east,N,1,15,6,NULL,NULL,6,3,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
CowenDa01 ,1973,Dave,Cowens,east,N,1,26,11,NULL,NULL,12,1,NULL,NULL,NULL,NULL,10,5,3,1,NULL,NULL
CowenDa01 ,1972,Dave,Cowens,east,N,1,30,15,NULL,NULL,13,1,NULL,NULL,NULL,NULL,15,7,1,1,NULL,NULL
CowenDa01 ,1971,Dave,Cowens,east,N,1,32,14,NULL,NULL,20,1,NULL,NULL,NULL,NULL,12,5,5,4,NULL,NULL
CummiTe01 ,1988,Terry,Cummings,east,N,1,19,10,NULL,NULL,5,1,NULL,NULL,NULL,NULL,9,4,2,2,NULL,NULL
CummiTe01 ,1984,Terry,Cummings,east,N,1,16,17,NULL,NULL,7,0,NULL,NULL,NULL,NULL,17,7,4,3,NULL,NULL
CunniBi01 ,1971,Billy,Cunningham,east,N,1,24,14,NULL,NULL,10,3,NULL,NULL,NULL,NULL,13,4,8,6,NULL,NULL
CunniBi01 ,1970,Billy,Cunningham,east,N,1,19,5,NULL,NULL,4,3,NULL,NULL,NULL,NULL,8,2,2,1,NULL,NULL
CunniBi01 ,1969,Billy,Cunningham,east,N,1,28,19,NULL,NULL,4,2,NULL,NULL,NULL,NULL,13,7,5,5,NULL,NULL
CunniBi01 ,1968,Billy,Cunningham,east,N,1,22,10,NULL,NULL,5,1,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
CunniBi01 ,1972,Billy,Cunningham,east,A,1,20,18,6,0,6,4,1,0,3,6,12,9,0,0,1,0
DampiLo01 ,1967,Louie,Dampier,east,A,1,29,18,2,1,3,3,NULL,NULL,1,1,18,8,2,2,1,0
DampiLo01 ,1968,Louie,Dampier,east,A,1,38,14,2,0,2,6,NULL,NULL,2,2,14,5,3,3,4,1
DampiLo01 ,1969,Louie,Dampier,east,A,1,26,17,NULL,NULL,3,1,NULL,NULL,NULL,2,16,7,3,2,6,1
DampiLo01 ,1971,Louie,Dampier,east,A,1,9,2,1,0,1,3,NULL,NULL,1,0,4,1,0,0,2,0
DampiLo01 ,1972,Louie,Dampier,east,A,1,23,10,1,0,1,0,0,0,1,3,13,5,0,0,1,0
DampiLo01 ,1973,Louie,Dampier,east,A,1,23,16,2,0,2,1,0,0,2,0,12,8,0,0,0,0
DampiLo01 ,1974,Louie,Dampier,east,A,1,27,11,3,0,3,1,2,0,2,4,8,5,0,0,2,1
DandrBo01 ,1975,Bob,Dandridge,west,N,1,27,10,NULL,NULL,6,0,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
DandrBo01 ,1974,Bob,Dandridge,west,N,1,18,4,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,2,0,0,NULL,NULL
DandrBo01 ,1972,Bob,Dandridge,west,N,1,11,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,2,0,0,NULL,NULL
DandrBo01 ,1978,Bob,Dandridge,east,N,1,18,8,NULL,NULL,3,1,NULL,NULL,NULL,NULL,5,3,3,2,NULL,NULL
DanieMe01 ,1967,Mel,Daniels,east,A,1,29,22,7,8,15,0,NULL,NULL,3,1,18,9,11,4,0,0
DanieMe01 ,1968,Mel,Daniels,east,A,1,31,17,9,1,10,2,NULL,NULL,2,3,16,5,10,7,0,0
DanieMe01 ,1969,Mel,Daniels,east,A,1,26,13,NULL,NULL,12,1,NULL,NULL,NULL,4,14,6,3,1,0,0
DanieMe01 ,1970,Mel,Daniels,west,A,1,30,29,10,3,13,3,NULL,NULL,4,3,19,12,7,5,0,0
DanieMe01 ,1971,Mel,Daniels,west,A,1,26,21,8,1,9,1,NULL,NULL,1,4,14,8,8,5,0,0
DanieMe01 ,1972,Mel,Daniels,west,A,1,33,25,7,4,11,1,0,2,3,3,19,8,12,9,0,0
DanieMe01 ,1973,Mel,Daniels,west,A,1,20,5,4,3,7,0,0,1,4,2,11,2,2,1,0,0
DantlAd01 ,1985,Adrian,Dantley,west,N,1,17,8,NULL,NULL,7,3,NULL,NULL,NULL,NULL,8,3,2,2,NULL,NULL
DantlAd01 ,1984,Adrian,Dantley,west,N,1,23,10,NULL,NULL,2,1,NULL,NULL,NULL,NULL,6,2,6,6,NULL,NULL
DantlAd01 ,1983,Adrian,Dantley,west,N,1,18,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,8,1,0,0,NULL,NULL
DantlAd01 ,1980,Adrian,Dantley,west,N,1,21,8,NULL,NULL,5,0,NULL,NULL,NULL,NULL,9,3,2,2,NULL,NULL
DantlAd01 ,1979,Adrian,Dantley,west,N,1,30,23,NULL,NULL,5,2,NULL,NULL,NULL,NULL,15,8,8,7,NULL,NULL
DantlAd01 ,1981,Adrian,Dantley,West,N,1,21,12,1,1,2,0,2,0,1,2,8,6,1,0,0,0
DaughBr01 ,1992,Brad,Daugherty,east,N,1,19,8,NULL,NULL,7,0,NULL,NULL,NULL,NULL,4,3,4,2,NULL,0
DaughBr01 ,1991,Brad,Daugherty,east,N,1,15,6,NULL,NULL,6,1,NULL,NULL,NULL,NULL,8,3,0,0,NULL,NULL
DaughBr01 ,1990,Brad,Daugherty,east,N,1,12,8,NULL,NULL,5,1,NULL,NULL,NULL,NULL,7,3,3,2,NULL,NULL
DaughBr01 ,1988,Brad,Daugherty,east,N,1,15,0,NULL,NULL,3,0,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
DaughBr01 ,1987,Brad,Daugherty,east,N,1,15,12,NULL,NULL,3,1,NULL,NULL,NULL,NULL,7,6,0,0,NULL,NULL
DavieBo01 ,1950,Bob,Davies,west,N,1,0,13,NULL,NULL,5,5,NULL,NULL,NULL,NULL,6,4,5,5,NULL,NULL
DavieBo01 ,1953,Bob,Davies,west,N,1,31,18,NULL,NULL,5,5,NULL,NULL,NULL,NULL,16,8,3,2,NULL,NULL
DavieBo01 ,1952,Bob,Davies,west,N,1,17,9,NULL,NULL,3,2,NULL,NULL,NULL,NULL,7,3,6,3,NULL,NULL
DavieBo01 ,1951,Bob,Davies,west,N,1,27,8,NULL,NULL,0,5,NULL,NULL,NULL,NULL,11,4,0,0,NULL,NULL
DavisAn01 ,2000,Antonio,Davis,east,N,1,20,8,2,7,9,0,1,1,0,0,11,4,0,0,0,0
DavisBa01 ,2001,Baron,Davis,east,N,1,13,2,1,0,1,5,0,0,3,1,4,1,0,0,2,0
DavisBa01 ,2003,Baron,Davis,east,N,1,16,7,0,0,0,7,1,0,1,0,9,3,0,0,6,1
DavisDa01 ,1999,Dale,Davis,east,N,1,14,4,5,3,8,1,0,0,0,0,3,2,0,0,0,0
DavisLe01 ,1969,Lee,Davis,west,A,1,9,3,NULL,NULL,2,0,NULL,NULL,NULL,1,3,1,1,1,1,0
DavisWa02 ,1968,Warren,Davis,west,A,1,20,6,4,3,7,2,NULL,NULL,3,2,8,3,0,0,0,0
DavisWa03 ,1980,Walter,Davis,west,N,1,22,12,NULL,NULL,7,1,NULL,NULL,NULL,NULL,9,5,2,2,NULL,NULL
DavisWa03 ,1979,Walter,Davis,west,N,1,23,12,NULL,NULL,4,2,NULL,NULL,NULL,NULL,10,5,2,2,NULL,NULL
DavisWa03 ,1978,Walter,Davis,west,N,1,19,8,NULL,NULL,4,4,NULL,NULL,NULL,NULL,9,4,0,0,NULL,NULL
DavisWa03 ,1977,Walter,Davis,west,N,1,15,10,NULL,NULL,1,6,NULL,NULL,NULL,NULL,6,3,4,4,NULL,NULL
DavisWa03 ,1986,Walter,Davis,west,N,1,15,7,NULL,NULL,2,1,NULL,NULL,NULL,NULL,12,3,0,0,NULL,NULL
DavisWa03 ,1983,Walter,Davis,west,N,1,15,10,NULL,NULL,1,1,NULL,NULL,NULL,NULL,9,5,0,0,NULL,NULL
DeBusDa01 ,1967,Dave,DeBusschere,east,N,1,12,0,NULL,NULL,4,0,NULL,NULL,NULL,NULL,3,0,0,0,NULL,NULL
DeBusDa01 ,1966,Dave,DeBusschere,west,N,1,25,22,NULL,NULL,6,0,NULL,NULL,NULL,NULL,17,11,0,0,NULL,NULL
DeBusDa01 ,1965,Dave,DeBusschere,west,N,1,22,4,NULL,NULL,6,1,NULL,NULL,NULL,NULL,14,1,2,2,NULL,NULL
DeBusDa01 ,1973,Dave,DeBusschere,east,N,1,24,16,NULL,NULL,3,3,NULL,NULL,NULL,NULL,14,8,0,0,NULL,NULL
DeBusDa01 ,1972,Dave,DeBusschere,east,N,1,25,9,NULL,NULL,7,2,NULL,NULL,NULL,NULL,8,4,2,1,NULL,NULL
DeBusDa01 ,1971,Dave,DeBusschere,east,N,1,26,8,NULL,NULL,11,0,NULL,NULL,NULL,NULL,8,4,0,0,NULL,NULL
DeBusDa01 ,1970,Dave,DeBusschere,east,N,1,19,8,NULL,NULL,7,3,NULL,NULL,NULL,NULL,7,4,0,0,NULL,NULL
DeBusDa01 ,1969,Dave,DeBusschere,east,N,1,14,10,NULL,NULL,7,2,NULL,NULL,NULL,NULL,10,5,0,0,NULL,NULL
DischTe01 ,1963,Terry,Dischinger,west,N,1,13,7,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,2,3,3,NULL,NULL
DischTe01 ,1962,Terry,Dischinger,west,N,1,7,7,NULL,NULL,1,0,NULL,NULL,NULL,NULL,3,3,1,1,NULL,NULL
DischTe01 ,1964,Terry,Dischinger,west,N,1,24,5,NULL,NULL,5,1,NULL,NULL,NULL,NULL,8,2,2,1,NULL,NULL
DivacVl01 ,2000,Vlade,Divac,west,N,1,9,8,2,1,3,1,2,0,1,0,6,4,0,0,1,0
DonalJa01 ,1987,James,Donaldson,west,N,1,8,2,NULL,NULL,6,1,NULL,NULL,NULL,NULL,0,0,2,2,NULL,NULL
DrewJo01  ,1979,John,Drew,east,N,1,15,4,NULL,NULL,3,0,NULL,NULL,NULL,NULL,4,0,5,4,NULL,NULL
DrewJo01  ,1975,John,Drew,east,N,1,9,2,NULL,NULL,3,0,NULL,NULL,NULL,NULL,3,1,0,0,NULL,NULL
DrexlCl01 ,1996,Clyde,Drexler,west,N,1,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
DrexlCl01 ,1995,Clyde,Drexler,west,N,1,19,11,NULL,NULL,2,3,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
DrexlCl01 ,1993,Clyde,Drexler,west,N,1,15,6,NULL,NULL,3,1,NULL,NULL,NULL,NULL,7,3,0,0,NULL,NULL
DrexlCl01 ,1992,Clyde,Drexler,west,N,1,11,2,NULL,NULL,1,1,NULL,NULL,NULL,NULL,3,1,0,0,NULL,0
DrexlCl01 ,1991,Clyde,Drexler,west,N,1,28,22,NULL,NULL,9,6,NULL,NULL,NULL,NULL,15,10,0,0,NULL,NULL
DrexlCl01 ,1990,Clyde,Drexler,west,N,1,19,12,NULL,NULL,4,2,NULL,NULL,NULL,NULL,9,4,4,4,NULL,NULL
DrexlCl01 ,1989,Clyde,Drexler,west,N,1,19,7,NULL,NULL,4,2,NULL,NULL,NULL,NULL,6,2,2,2,NULL,NULL
DrexlCl01 ,1988,Clyde,Drexler,west,N,1,25,14,NULL,NULL,12,4,NULL,NULL,NULL,NULL,19,7,0,0,NULL,NULL
DrexlCl01 ,1987,Clyde,Drexler,west,N,1,15,12,NULL,NULL,5,0,NULL,NULL,NULL,NULL,5,3,6,6,NULL,NULL
DrexlCl01 ,1985,Clyde,Drexler,west,N,1,15,10,NULL,NULL,4,4,NULL,NULL,NULL,NULL,7,5,0,0,NULL,NULL
DuckwKe01 ,1990,Kevin,Duckworth,west,N,1,19,6,NULL,NULL,4,0,NULL,NULL,NULL,NULL,3,2,2,2,NULL,NULL
DuckwKe01 ,1988,Kevin,Duckworth,west,N,1,7,5,NULL,NULL,1,0,NULL,NULL,NULL,NULL,5,2,2,1,NULL,NULL
DukesWa01 ,1960,Walter,Dukes,west,N,1,17,8,NULL,NULL,4,1,NULL,NULL,NULL,NULL,6,3,2,2,NULL,NULL
DukesWa01 ,1959,Walter,Dukes,west,N,1,26,4,NULL,NULL,15,1,NULL,NULL,NULL,NULL,10,2,1,0,NULL,NULL
DumarJo01 ,1996,Joe,Dumars,east,N,1,10,3,1,0,1,1,0,0,0,0,4,1,0,0,4,1
DumarJo01 ,1994,Joe,Dumars,east,N,1,21,11,NULL,NULL,0,6,NULL,NULL,NULL,NULL,8,5,0,0,NULL,NULL
DumarJo01 ,1992,Joe,Dumars,east,N,1,17,5,NULL,NULL,2,4,NULL,NULL,NULL,NULL,8,2,0,0,NULL,1
DumarJo01 ,1991,Joe,Dumars,east,N,1,17,4,NULL,NULL,1,3,NULL,NULL,NULL,NULL,7,2,0,0,NULL,NULL
DumarJo01 ,1990,Joe,Dumars,east,N,1,15,2,NULL,NULL,2,1,NULL,NULL,NULL,NULL,4,1,0,0,NULL,NULL
DumarJo01 ,1989,Joe,Dumars,east,N,1,18,9,NULL,NULL,1,5,NULL,NULL,NULL,NULL,4,3,2,1,NULL,NULL
DuncaTi01 ,2003,Tim,Duncan,west,N,1,26,14,11,2,13,5,1,0,2,2,11,6,4,2,0,0
DuncaTi01 ,2002,Tim,Duncan,west,N,1,40,19,10,5,15,4,1,0,3,2,18,8,3,3,0,0
DuncaTi01 ,2001,Tim,Duncan,west,N,1,29,14,11,3,14,2,0,2,3,1,11,7,0,0,0,0
DuncaTi01 ,2000,Tim,Duncan,west,N,1,28,14,10,4,14,1,2,1,2,1,11,5,4,4,0,0
DuncaTi01 ,1999,Tim,Duncan,west,N,1,33,24,7,7,14,4,1,1,2,3,14,12,0,0,0,0
DuncaTi01 ,1997,Tim,Duncan,west,N,1,14,2,10,1,11,1,0,0,2,0,4,1,0,0,1,0
DUNCATI01 ,2008,Tim,Duncan,West,N,1,18,6,3,0,3,2,1,1,2,1,5,3,0,0,0,0
